country,year,month,pm2_5,pm10,nitrogen_dioxide,ozone
Bosnia and Herzegovina,2024,2024-07,8.794489247311828,11.061559139784945,1.7365591397849462,73.4986559139785
Bosnia and Herzegovina,2024,2024-08,10.70228494623656,13.115591397849462,1.9458333333333333,74.37096774193549
Bosnia and Herzegovina,2024,2024-09,9.550416666666667,11.826666666666668,2.2379166666666666,64.85833333333333
Bosnia and Herzegovina,2024,2024-10,16.880510752688174,19.456451612903226,3.265188172043011,58.69892473118279
Bosnia and Herzegovina,2024,2024-11,25.051944444444448,27.23041666666667,5.290694444444445,56.451388888888886
Bosnia and Herzegovina,2024,2024-12,38.001344086021504,40.081989247311824,8.703091397849462,50.901881720430104
Bosnia and Herzegovina,2025,2025-01,30.434408602150537,32.924059139784944,5.710752688172043,62.30913978494624
Bosnia and Herzegovina,2025,2025-02,38.34285714285714,40.32276785714286,6.586607142857143,63.583333333333336
Bosnia and Herzegovina,2025,2025-03,19.913844086021506,23.116801075268818,3.4719086021505374,72.28091397849462
Bosnia and Herzegovina,2025,2025-04,15.236527777777777,18.51736111111111,2.9819444444444443,72.35
Bosnia and Herzegovina,2025,2025-05,10.188172043010752,11.693010752688172,2.231048387096774,73.15322580645162
Bosnia and Herzegovina,2025,2025-06,9.69361111111111,12.919027777777778,1.7933333333333334,75.60833333333333
Bosnia and Herzegovina,2025,2025-07,8.056720430107527,10.371774193548388,2.2111559139784944,76.42338709677419
Bosnia and Herzegovina,2025,2025-08,9.084139784946236,10.93494623655914,2.4158602150537636,73.06586021505376
Bosnia and Herzegovina,2025,2025-09,11.280000000000001,13.13722222222222,3.169583333333333,65.57916666666667
Bosnia and Herzegovina,2025,2025-10,15.263037634408603,17.33306451612903,4.242204301075269,59.76881720430107
Bosnia and Herzegovina,2025,2025-11,17.554166666666667,20.254166666666666,3.880555555555555,60.125
Bulgaria,2023,2023-01,18.625940860215056,24.90994623655914,13.028091397849462,40.02956989247312
Bulgaria,2023,2023-02,16.027678571428574,26.040625,11.36889880952381,57.62797619047619
Bulgaria,2023,2023-03,13.750268817204303,20.091397849462364,11.425537634408602,58.61827956989247
Bulgaria,2023,2023-04,12.549166666666666,17.736944444444443,8.13513888888889,68.02638888888889
Bulgaria,2023,2023-05,10.477150537634408,16.815725806451614,6.442204301075269,64.04435483870968
Bulgaria,2023,2023-06,11.462361111111111,18.216527777777777,8.293055555555556,66.93194444444444
Bulgaria,2023,2023-07,12.574462365591398,22.85241935483871,8.099327956989248,77.35887096774194
Bulgaria,2023,2023-08,11.171370967741936,19.02069892473118,8.97271505376344,74.87096774193549
Bulgaria,2023,2023-09,13.174166666666666,24.39125,9.803749999999999,63.918055555555554
Bulgaria,2023,2023-10,12.786424731182796,26.800403225806452,12.256989247311829,54.2755376344086
Bulgaria,2023,2023-11,12.100694444444445,19.920277777777777,13.859722222222222,43.9
Bulgaria,2023,2023-12,20.29180107526882,31.066801075268817,16.837500000000002,41.163978494623656
Bulgaria,2024,2024-01,24.77056451612903,27.19327956989247,14.029569892473118,49.168010752688176
Bulgaria,2024,2024-02,24.316954022988504,28.297557471264366,11.72198275862069,52.6882183908046
Bulgaria,2024,2024-03,20.15483870967742,25.12688172043011,8.776075268817204,59.07795698924731
Bulgaria,2024,2024-04,12.071805555555557,17.93638888888889,6.471527777777778,71.77222222222223
Bulgaria,2024,2024-05,9.619086021505376,12.876612903225807,6.077016129032258,64.15994623655914
Bulgaria,2024,2024-06,10.669722222222221,17.459722222222222,6.590694444444445,71.66944444444445
Bulgaria,2024,2024-07,8.29247311827957,10.815725806451612,6.045430107526882,79.6760752688172
Bulgaria,2024,2024-08,9.354032258064516,12.510887096774194,7.668548387096774,76.75806451612904
Bulgaria,2024,2024-09,11.374583333333334,15.641111111111112,9.126805555555556,61.94305555555555
Bulgaria,2024,2024-10,15.517069892473119,18.99798387096774,12.486827956989249,52.74731182795699
Bulgaria,2024,2024-11,21.507916666666667,24.755694444444444,16.389444444444443,41.61388888888889
Bulgaria,2024,2024-12,25.489650537634407,28.161693548387095,18.046908602150538,41.486559139784944
Bulgaria,2025,2025-01,36.50645161290323,40.45215053763441,22.31088709677419,45.248655913978496
Bulgaria,2025,2025-02,31.331249999999997,34.23229166666666,18.312202380952378,51.67559523809524
Bulgaria,2025,2025-03,21.310752688172045,28.8125,12.197715053763442,63.03763440860215
Bulgaria,2025,2025-04,13.77,17.049305555555556,7.747083333333332,68.31944444444444
Bulgaria,2025,2025-05,8.710080645161291,10.996505376344086,6.025672043010753,69.39650537634408
Bulgaria,2025,2025-06,9.643194444444445,12.796666666666667,6.8043055555555565,78.50555555555556
Bulgaria,2025,2025-07,8.568817204301075,11.951881720430109,6.462365591397849,79.72849462365592
Bulgaria,2025,2025-08,8.572043010752688,11.219220430107528,7.223924731182796,76.2002688172043
Bulgaria,2025,2025-09,9.799583333333333,13.1825,8.473055555555556,66.28611111111111
Bulgaria,2025,2025-10,11.348790322580646,14.253897849462366,11.318279569892471,51.545698924731184
Bulgaria,2025,2025-11,18.580555555555556,22.37222222222222,14.955555555555556,44.145833333333336
Croatia,2023,2023-01,21.413978494623656,22.30483870967742,13.963306451612905,38.05510752688172
Croatia,2023,2023-02,32.13154761904762,36.10252976190476,16.795238095238094,50.72172619047619
Croatia,2023,2023-03,21.36061827956989,23.727688172043013,14.278494623655915,62.9744623655914
Croatia,2023,2023-04,14.53125,16.339166666666667,9.144305555555555,69.97083333333333
Croatia,2023,2023-05,12.83763440860215,15.398790322580647,7.551209677419355,65.96102150537635
Croatia,2023,2023-06,12.031944444444445,15.974166666666665,8.394722222222223,75.14027777777778
Croatia,2023,2023-07,9.647580645161291,13.498252688172045,7.640860215053764,74.25672043010752
Croatia,2023,2023-08,11.95739247311828,15.202956989247312,8.866129032258064,69.36021505376344
Croatia,2023,2023-09,14.010694444444445,19.303611111111113,10.5,61.80416666666667
Croatia,2023,2023-10,14.93010752688172,20.101478494623656,12.886155913978493,48.969086021505376
Croatia,2023,2023-11,17.641805555555557,20.260555555555555,16.889722222222222,35.5125
Croatia,2023,2023-12,31.63548387096774,33.33454301075269,22.028091397849465,27.913978494623656
Croatia,2024,2024-01,34.498252688172045,36.75806451612903,17.6630376344086,41.12096774193548
Croatia,2024,2024-02,31.15818965517241,34.37859195402299,13.834913793103448,51.08620689655172
Croatia,2024,2024-03,22.101747311827957,25.86989247311828,9.558467741935484,62.54032258064516
Croatia,2024,2024-04,11.834166666666667,16.145138888888887,5.023611111111111,75.19166666666666
Croatia,2024,2024-05,8.990322580645161,11.512096774193548,4.2720430107526886,71.11559139784946
Croatia,2024,2024-06,9.174305555555556,13.728611111111112,4.351666666666667,76.88888888888889
Croatia,2024,2024-07,7.877016129032258,10.144758064516129,4.226344086021506,82.2741935483871
Croatia,2024,2024-08,11.17258064516129,13.849327956989248,5.378897849462366,85.3991935483871
Croatia,2024,2024-09,9.935972222222222,12.55875,5.582083333333333,66.80277777777778
Croatia,2024,2024-10,18.398387096774194,20.94327956989247,9.559408602150537,52.27284946236559
Croatia,2024,2024-11,31.072222222222223,33.79097222222222,15.249027777777776,41.231944444444444
Croatia,2024,2024-12,35.3380376344086,37.89395161290322,17.22204301075269,38.840053763440864
Croatia,2025,2025-01,28.87755376344086,31.408736559139783,15.056989247311828,49.458333333333336
Croatia,2025,2025-02,34.347767857142856,36.6233630952381,14.547916666666667,49.507440476190474
Croatia,2025,2025-03,21.02795698924731,23.588575268817205,9.606854838709678,66.56720430107526
Croatia,2025,2025-04,12.07986111111111,15.72486111111111,4.9847222222222225,74.54861111111111
Croatia,2025,2025-05,9.049193548387096,10.900403225806452,4.183467741935484,75.30645161290323
Croatia,2025,2025-06,7.875,10.474722222222223,3.26875,84.73611111111111
Croatia,2025,2025-07,6.866666666666667,8.646639784946236,4.41989247311828,81.65725806451613
Croatia,2025,2025-08,8.47486559139785,10.963575268817204,4.883602150537635,80.64112903225806
Croatia,2025,2025-09,9.112222222222222,11.285555555555556,6.437777777777778,65.40277777777777
Croatia,2025,2025-10,12.951881720430109,15.235483870967743,8.914112903225806,54.88978494623656
Croatia,2025,2025-11,21.043055555555554,24.444444444444443,13.336111111111112,52.375
Cyprus,2023,2023-01,11.983064516129032,16.191532258064516,12.476209677419353,63.99596774193548
Cyprus,2023,2023-02,10.390476190476189,14.875892857142858,9.08392857142857,74.78869047619048
